Description;Intent
Miss Universe 2021 Sujita Basnet after winning the title last night says She worked hard for this since 10 years & has already started preparing for Miss Universe. Sujita studied Bio medical science & currently working at popular Multinational company. She said, " I will try my best to make our country proud in international level";Surprise

Struggle for Passport: People's crowd at Passport Department, Kathmandu for making passports. People are standing in line since last night & line is also huge.;Sad

Salyan Bus Accident Update: Death Count reached to 12 in the bus accident in Salyan whereas 17 people are undergoing treatment.;Sad

Kiran KC aka Rata Makai gifted a "Kattu" to Hari Bansa Acharya on the occasion of his birthday Celebration program.;Funny

Youths in Business: He is 23 years old Abhiyan Budhathoki from Dang who has established the business of  'Ageno Induction infrared cookstove' in Nepal around 1 year ago and had a turnover of around NRs. 70 lakhs. As Nepal is facing a situation where there is surplus supply with excess demand of electricity, he has taken a good initiative. This will also help to reduce pollution as it is environment friendly as well. We appreciate his success at an young age and wish him a bright future ahead.;Surprise

Congratulations to Lionel Messi for becoming the second most followed person on Instagram with 281.4 Million followers after surpassing Kylie Jenner. Ronaldo sits at the top with 365 million followers;Surprise

"Chhote Raja" Kanda: A person has been banned from taking ward services after he wrote negative things about representatives of Bagchaur Municipality ward 4.;Funny

Sad News: More than hundred of Himalayan Yak and other animals are missing after yesterday huge avalanche ( हिम पहिरो) of Dhaulagiri range at Mustang.;Sad

Finally, Huge fire of Gamgadhi bajar, Mugu is under control after almost 4 to 5 hours. Fire has destroyed more than 19 houses and no human causality reported.;Sad

Kathmandu bata sathi haru sanga Tilicho Trek gayeka ek jana 23 year old youth ko altitude sickness ko karan death vayeko chha.;Sad

Good News: Nepal has sold electricity worth more than NRs. 6 crores to India in just two weeks. Nepal is currently providing 39 MW (93,600 units) of electricity daily to India as a exchange of power supply.;Surprise

Today's view of Kathmandu valley covered with a layer of dust & smoke causing air pollution.;Sad

Jumla ko Sinja Gaupalika-1 ma bus accident vayera almost 150 meters tala khasda 2 jana ko death vayeko cha vane 2 jana injured chan.;Sad

Nepal Government is conducting National Tiger Survey (बाघको गणना) from Mangsir 19 in Nepal. Let's hope number of tiger will increase this time also.;Surprise

On this day, 8 years ago, Brian 'O Conner 'Paul Walker' died in a car crash. It was a big loss for Hollywood & world. We remember him on his 8th death anniversary.;Sad

Record breaking Mountaineer Nirmal Purja's documentary "14 Peaks: Nothing is impossible" is out on Netflix and it is getting good response.;Surprise

Massive Volcanic eruption in Indonesia's Mt. Semeru has taken lives of around 13 people till now as per international media.;Sad

Kolkata High Court has ordered to give INR. 5 lakhs as compensation to Durga Prasad Timsina of Illam who spent 40 years in Jail without a proper court trial.;Sad

Bhaktapur ko Suryabinayak ma bike aafai uncontrol vayera accident huda 1 jana ko death vayeko cha vane rider injured vayeka chan.;Sad

A huge tornado which came across Kentucky and some other states in USA have reportedly taken lives of more than 50 people in the affected regions.;Sad

The sorroundings of currently Popular Pumdikot Mahadev has started getting uamanaged as visitors are throwing garbage irresponsibly. We request local authorities and visitors to take care of cleanliness and give an example of better citizen.;Sad

Miss Nepal Namrata Shrestha has reached Top 10 of Beauty with a Purpose round in ongoing Miss World 2021 Competition.;Surprise

Medical Students are claiming that some Medical colleges are taking extra fees which is more than the amount specified by MEC (Medical Education Council). Students are made to stay in hostels compulsorily and internship fees is also charged high. This is a serious issue and we request the concerned authorities to consider this matter.;Sad

Shirley Raines of USA who is helping thousands of Homeless people through her organization by providing food, clothing, and hair makeup wins CNN Hero of the year award.;Surprise

Nepalgunj ko euta college ma 17 yrs old student lai rape gareko arop ma Nepal Police le teacher lai arrest garkeo chha.;Angry

Morang ko Rangeli ma afnai dai ko 21 months chori ( छोरी) afno ghar ma ayera royo- chakchak garyo vanera fupu le pitda bachha ko death vayeko cha.;Sad

Students of Shiva Secondary School giving exam in open space due to lack of school building in Kalegaun, Jajarkot.;Sad

Tipper driver has died as a mini bridge collapsed in Chapagaun, Lalitpur.;Sad

Student of KMC, Bagbazar demanding justice at college premises after the death of Sushil Shahani of Rautahat while taking shower in college hostel. Students are saying, "Due to the careless of management we lost our friend.";Sad

After the announcement of candidate for Mayor of Kathmandu Metropolitan, Balen Shah is getting offer from different & major political parties but he has refused all the offers and said that he will fight for this post independently without involving in any political party.;Surprise

First electric ambulance in Nepal has been officially handed over to Kist hospital by Cymex. It gives milage of 300 Kilometres after full charge and it has maximum speed upto 100 KM/h.;Surprise

Live condition of Chandragiri Temple area: People enjoying this year's first snow of Kathmandu Valley;Surprise

Just In: Mugling - Narayangarh highway ma Truck accident vayera Trishuli river ma khaseko cha. More details to follow.;Sad

Bhaktapur Kamalbinayak ma afnai ghar ko 4th floor bata khasera 15 yrs old girl ko death vayeko cha vane Police le further investigation gardai cha.;Sad


No Way home has now earned around $1.2 Billion Dollars less than 2 weeks and it is still going strong. It has earned huge amount of money in Nepal as Well.;Surprise

4 People have been declared dead and 2 are in ICU as 7 people of same family were found unconscious in a room inside the quarter of Bheri Hospital, Nepalgunj. Coal was found in the room & Suffocation could be the main reason as per initial investigation.;Sad

23 years old Nischal Baniya from Hetauda has been selected to work as a junior researcher at the Global Precipitation Measurement Mission in NASA.;Surprise

Sarlahi ko Ishworpur ma motorcycle over speed vayera accident huda 3 jana ko on the spot death vayeko cha;Sad

This is newly released NRs. 500 note. It is red & changes color to green slightly when tilted;Surprise

World's Oldest living person, Kane Tanaka is celebrating her 119th Birthday today. She was born in 1903 in Japan. Happy Birthday to her.;Surprise

Medical Students protesting in front of Kathmandu Medical College, Duwakot as they were not allowed to attend class because they didn't pay extra fees, as per students.;Sad


CIAA (Akhtiyar) le Krishi Samagri Company Ltd ka Managing Director sahit 10 jana ra 2 ota company mathi Low Quality Fertilizer (मल) kineko vandai NRs. 1 Arba+ ko corruption case haleko cha.;Surprise

Swikar Poudel from Pokhara got 3rd position in a Worldwide 3D competition called Fox Render Farm Challenge. He made a Snowman 3D art titled "Snowman on top of Mt. Everest";Surprise

Current fiscal year ko first 5 months ma Nepal ma 10,055 oota road accident record vayeko chha. It means Nepal ma average ma daily 67 oota road accident huney gareko chha.;Sad

Chauchau ko Carton bhitra NRs. 50 Lakh Cash lukayera lyaudai gareko awastha ma Nepal Police le ek jana 33 Yrs old female/Airline Staff lai Tribhuvan International airport bata arrest gareko cha.. Cash ko source unknown thiyo.;Funny

